제품명,Codex 분류 메모,Figma 노출 순서,Figma 반영 상태,SERKAN Code,검수 상태,공식 링크,등록일,분류 확신도,브랜드,세르칸핏,연결 섹션 코드,이미지 상태,제품 사진,제품군,추천 대상,추천 이유 한 줄,카테고리,태그,트렌드 근거,협찬 가능성
토리든 밸런스풀 포맨 시카 오일 컨트롤 선스틱 20g 기획,,,,SR26-SK-SS-P115,검수 필요,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000248312,2026년 6월 2일 오후 3:22,,토리든,5,,일반 제품컷 있음,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0024/A00000024831214ko.jpg?l=ko,선케어,,,피부관리,,"훅: 점심 이후 번들거림까지 잡는 남성 선스틱 / 문제: 남성 선케어는 재도포 귀찮음과 유분감 때문에 루틴에서 빠지기 쉬움 / 각도: 여름 출근·운동 전후에 손 안 묻히는 오일 컨트롤 SPF / 근거: 올리브영 맨즈케어 선스틱 상품으로 판매되며, 토리든 포맨 라인과 시카·오일 컨트롤 키워드가 남성 피지 고민과 직접 연결됨",높음
다슈 맨즈 듀얼 트릭 스틱 샌드 / 라이트,,,,SR26-SK-MK-P111,검수 필요,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000131799,2026년 6월 2일 오후 3:22,,다슈,5,,일반 제품컷 있음,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0013/A00000013179907ko.jpg?l=ko,메이크업,,,피부관리,,"훅: 티 안 나게 잡티와 윤곽을 동시에 정리하는 남성 스틱 / 문제: 전체 베이스 메이크업은 부담스럽지만 다크서클, 트러블 자국, 얼굴 피로감은 신경 쓰임 / 각도: 30초 부분 커버와 쉐딩을 하나로 묶는 인상 관리템 / 근거: 올리브영에서 맨즈 듀얼 트릭 스틱으로 판매되며 컨실러+쉐딩 2 in 1 구조가 남성 메이크업 입문 장벽을 낮춤",높음
슬릭 모션 면도기 T1 콜라보 기획,,,,SR26-BD-SH-P110,검수 필요,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000217593,2026년 6월 2일 오후 3:22,,슬릭,5,,누끼/단독컷 있음,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0021/A00000021759303ko.jpg?l=ko,체모·면도,,,위생관리,,"훅: 욕실에 두고 싶은 면도기까지 관리하는 남자 / 문제: 면도기는 매일 쓰지만 디자인, 절삭감, 피부 자극 기준을 제대로 고르기 어려움 / 각도: 저자극 밀착 면도와 팬덤 콜라보를 묶은 그루밍 업그레이드 / 근거: 올리브영 맨즈케어 면도기/면도날 상품이며, 슬릭은 도루코 프리미엄 면도기 브랜드로 2025 굿디자인 어워드 퍼스널 부문 수상 이력이 있음",높음
얼티브 ZERO당 프로틴 쌀밥맛 250ml 18개입,,,,SR26-FD-SU-P105,검수 필요,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=B000000206787,2026년 6월 2일 오후 3:23,,얼티브,4,,누끼/단독컷 있음,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0020/B00000020678703ko.jpg?l=ko,영양제,,,식단관리,,"훅: 운동 후 단백질을 디저트가 아니라 식단 통제로 마시는 선택 / 문제: 단백질 보충은 필요하지만 당, 맛 피로감, 휴대성이 루틴을 끊음 / 각도: ZERO당·쌀밥맛으로 한국형 식사 대체와 운동 후 회복을 연결 / 근거: 올리브영 맨즈케어 헬스용품/식품 프로틴 카테고리에서 판매되며 ZERO당 프로틴 상품명과 250ml 음료 형태가 반복 섭취 루틴에 맞음",보통
다슈 맨즈 매직커버 니플밴드 더블 기획,,,,SR26-BD-BC-P114,검수 필요,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000143150,2026년 6월 2일 오후 3:23,,다슈,4,,일반 제품컷 있음,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0014/A00000014315001ko.jpg?l=ko,바디케어,,,위생관리,,"훅: 여름 티셔츠 핏을 망치는 작은 디테일 관리 / 문제: 얇은 상의, 운동복, 출근 셔츠에서 니플 비침은 청결감과 자신감을 떨어뜨림 / 각도: 향수나 바디워시보다 더 현실적인 여름 몸가짐 루틴 / 근거: 올리브영 맨즈케어 패션/취미 니플패치 상품으로 판매되며, 리뷰 수가 많은 남성 전용 커버 밴드 카테고리 후보임",높음
솔랩 프리미엄 탈모/두피진정 두피앰플 40ml (+탈모샴푸100ml),누끼 이미지 필요: 제품 사진 속성이 비어 있어 Figma 카드용 실제 이미지 파일을 시각 확인할 수 없음. 공식몰 또는 올리브영 CDN의 본품 단독컷 확보 후 재검수 필요.,,수정 필요,SR26-GR-SC-P108,승인,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000208264,2026년 6월 2일 오후 3:37,,솔랩,5,,일반 제품컷 있음,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0020/A00000020826401ko.jpg?l=ko,두피케어,오후가 되면 정수리 볼륨이 빨리 꺼지는 날 / 샴푸를 바꿔도 두피 열감이 남는 사람 / 탈모 제품은 부담스럽지만 두피에 직접 바르는 루틴은 해보고 싶은 상황,"샴푸 뒤에도 두피가 답답한 날, 정수리 컨디션을 한 단계 더 챙기기 쉽다.",스타일관리,두피 앰플 / 정수리 볼륨 / 샴푸 다음 단계 / 밤 루틴,"훅: 샴푸 다음에 붙이는 두피 앰플 루틴 / 문제: 머리를 감아도 정수리가 금방 꺼지고 두피가 간지러우면 헤어스타일보다 컨디션이 먼저 무너진다 / 각도: 탈모 공포가 아니라 두피 컨디션을 아침 모양의 기반으로 잡는 제품 / 근거: 올리브영 솔랩 브랜드관은 22년 두피 연구 헤리티지와 문제성 두피 솔루션을 내세우고, 해당 두피앰플은 올리브영 상품 페이지와 브랜드관에서 핵심 제품으로 노출된다.",높음
어바웃톤 블러 파우더 팩트 9g 7COLOR (기획/단품),,,,SR26-SK-MK-P115,검수 필요,https://www.oliveyoung.co.kr/store/display/getMCategoryList.do?dispCatNo=1000001000200010004,2026년 6월 2일 오후 3:37,,어바웃톤,4,,일반 제품컷 있음,https://sitem.ssgcdn.com/93/48/19/item/1000533194893_i1_1100.jpg,메이크업,,,피부관리,,"훅: 오후 얼굴 번들거림을 한 번에 낮추는 블러 팩트 / 문제: 점심 이후 코 옆과 이마가 번들거리면 피부가 피곤해 보이고 사진에서도 모공이 더 도드라진다 / 각도: 커버 메이크업보다 휴대형 유분 리셋 도구로 제안 / 근거: 올리브영 파우더/팩트 카테고리 베스트 노출, 글로우픽 리뷰 1,458건과 2026 상반기 클린뷰티 페이스메이크업 부문 1위 수상 정보가 확인된다.",높음
쏘내추럴 파우더포룸 피치 데오 팩트 10g 기획 (+퍼프 증정),,,,SR26-BD-BC-P114,검수 필요,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000223446,2026년 6월 2일 오후 3:37,,쏘내추럴,4,,일반 제품컷 있음,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0022/A00000022344601ko.jpg?l=ko,바디케어,,,위생관리,,"훅: 땀이 아니라 옷에 남는 축축함까지 줄이는 데오 팩트 / 문제: 출근길이나 외출 직전에 겨드랑이와 목 뒤가 끈적하면 향수를 뿌려도 몸이 답답해 보인다 / 각도: 스프레이 대신 눌러 바르는 보송 리셋템 / 근거: 올리브영 데오드란트 카테고리에서 1,196개 리뷰가 확인되고, 여름 냄새·체취 관리 검색 수요와 맞물려 데오 팩트가 휴대형 바디 정돈 제품으로 쓰이기 쉽다.",보통
트리플 콜라겐 오렌지,,,,,,,2026년 6월 4일 오전 10:05,,,,,일반 제품컷 있음,https://img.ssfshop.com/cmd/LB_500x660/src/https://img.ssfshop.com/goods/BETY/24/02/27/GR3R24022711375_1_THNAIL_ORGINL_20240227153238565.jpg,,,,,,,
에어밴드 비강확장밴드,,,,,,,2026년 6월 4일 오전 10:20,,,,,일반 제품컷 있음,https://sitem.ssgcdn.com/43/91/73/item/1000264739143_i1_1200.jpg,,,,,,,
오브제 오일 컨트롤 피니셔 5g,이미지 시각 확인 실패: 로컬 DNS에서 http://image.oliveyoung.co.kr 해석 불가. Figma 배치 전 실제 누끼/단독컷 재확인 필요. 또한 node 108:15698 아래 같은 base code SR26-SK-MK 섹션을 확인하지 못함.,,수정 필요,SR26-SK-MK-P115,승인,https://m.obge.co.kr/product/detail.html?cate_no=1&display_group=7&product_no=1096,2026년 6월 4일 오전 11:24,,오브제,5,,누끼/단독컷 있음,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0024/A00000024660002ko.jpg,메이크업,점심 뒤 모니터에 비친 T존이 번들거리는 날 / 검은 옷이나 휴대폰에 가루 묻는 게 싫은 사람 / 소개팅이나 면접 전 얼굴 표면만 빠르게 눌러야 하는 상황,"오후 화상회의 전, 이마와 코의 번들거림이 덜 튀게 정리해준다.",스타일관리,오후 리셋 / T존 번들거림 / 화상회의 / 가루날림 부담,"훅: 오후 3시, 모니터 앞에서 얼굴 중앙만 번들거려 화상회의 화면이 먼저 신경 쓰이는 순간 / 문제: 기름종이는 임시방편이고 파우더는 하얗게 뜨거나 옷·폰에 묻을 수 있음 / 각도: 화장품이 아니라 얼굴 표면의 과한 빛을 줄이는 마감 도구 / 근거: 오브제 공식몰은 젤 파우더 타입, 유분 감소, 묻어남 완화, 맨얼굴·메이크업 후 사용을 함께 설명하고 올리브영 남성 메이크업 랭킹에서도 상위 노출된다.",높음
대원제약 대원헬스 꿀잠샷 20g x 12포,누끼 이미지 필요: 현재 제품 사진은 보도자료 기반 일반 제품컷으로 기록되어 있어 Figma 카드용 단독 누끼/흰 배경 컷 조건을 충족하지 못함. node 108:15698 아래 같은 base code SR26-SL-RS 섹션도 확인 필요.,,수정 필요,SR26-SL-RS-P103,승인,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?dispCatNo=90000010009&goodsNo=A000000247884,2026년 6월 4일 오전 11:24,,대원헬스,5,,일반 제품컷 있음,https://t1.daumcdn.net/news/202602/25/Edaily/20260225111448215omfd.jpg,수면관리,야근 뒤 누웠는데 폰을 오래 보게 되는 밤 / 출장 중 낯선 침대에서 잠 전환이 늦는 날 / 알약보다 포 타입이 편한 사람,"잠들기 전까지 머리가 계속 켜져 있는 날, 침대 옆에서 루틴을 짧게 끝낼 수 있다.",수면관리,잠 전환 / 출장 파우치 / 밤 루틴 / 포 타입,"훅: 새벽까지 폰을 보다가 알람 두 번을 끄고도 머리가 늦게 켜지는 아침 / 문제: 수면제를 찾기엔 부담스럽고 알약·캡슐 루틴은 계속 밀림 / 각도: 침대 옆이나 출장 파우치에 두는 잠 전환용 액상 루틴 / 근거: 대원제약은 꿀잠샷을 전국 900여 개 올리브영과 올리브베러에 입점시켰고, 2026년 수면 보조 성분·액상형 제품 수요가 커졌다는 보도가 이어졌다.",보통
[한정기획/1위 스케일러] 그로우어스 씨솔트 테라피 두피스케일러 EX 265g 단품/기획,"문제성 24/25, 루틴성 17/20, 콘텐츠 각도 19/20, 브랜드 감도 17/20, 협찬 확장성 12/15 = 89점. 샴푸와 두피 스케일러의 역할 차이를 콘텐츠화하기 좋다.",,,SR26-HR-DCL-P1,검수 필요,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000228372,2026년 6월 4일 오후 2:36,,그로우어스,5,SR26-HR-DCL-C1,일반 제품컷 있음,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0022/A00000022837218ko.jpg?l=ko,두피케어,저녁만 되면 정수리 냄새와 유분이 신경 쓰이는 사람; 왁스나 스프레이를 자주 쓰는 사람; 두피 각질 때문에 검은 옷이 부담스러운 사람,샴푸만으로 정수리 유분과 각질이 덜 씻긴다고 느끼는 날의 주 1-2회 두피 리셋 후보.,스타일관리,"두피스케일러, 정수리냄새, 유분리셋, 헤어루틴, 주간관리","올리브영 두피 캐치키워드에서 두피 각질, 가려움, 딥클렌징 제품 니즈가 확인되고, 올리브영 상품 정보와 리뷰 집계에서 두피 스케일러 수요가 크다.",보통
[인생84 PICK] 46cm 체취 땀냄새 솔루션 약산성 데오드란트 바디워시 600ml,"문제성 23/25, 루틴성 19/20, 콘텐츠 각도 18/20, 브랜드 감도 16/20, 협찬 확장성 14/15 = 90점. 바디 냄새를 향수 이전 단계의 위생 루틴으로 설명하기 좋다.",,,SR26-BD-BO-P1,검수 필요,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000251417,2026년 6월 4일 오후 2:36,,46cm,5,SR26-BD-BO-C1,일반 제품컷 있음,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0025/A00000025141726ko.jpg?l=ko,바디케어,퇴근 후 운동복 냄새가 신경 쓰이는 사람; 여름 출근길에 땀냄새가 먼저 걱정되는 사람; 등과 가슴 트러블 때문에 강한 향 바디워시가 부담스러운 사람,"운동 뒤나 여름 출근 전, 향수로 덮기 전에 몸 냄새를 먼저 씻어내는 바디 루틴 후보.",바디관리,"바디냄새, 데오드란트바디워시, 운동후샤워, 여름루틴, 약산성","올리브영 겨드랑이/데오드란트 캐치키워드에서 제모와 데오드란트 검색 증가 흐름이 확인되고, 글로우픽/올리브영 상품 정보에서 체취·땀냄새·약산성 바디워시 니즈가 반복된다.",높음
랩시리즈 데일리 레스큐 페이스 로션 50ml,"문제성 20/25, 루틴성 20/20, 콘텐츠 각도 16/20, 브랜드 감도 19/20, 협찬 확장성 12/15 = 87점. 프리미엄 남성 스킨케어의 아침 보습 루틴으로 설명하기 좋다.",,,SR26-SK-ER-P1,검수 필요,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000199825,2026년 6월 4일 오후 2:36,,랩시리즈,4,SR26-SK-ER-C1,일반 제품컷 있음,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0019/A00000019982508ko.jpg?l=ko,장벽케어,아침에 얼굴이 푸석하고 칙칙해 보이는 사람; 크림은 답답하지만 로션은 필요한 사람; 향이 강한 남성 화장품이 부담스러운 사람,피곤해 보이는 아침 얼굴을 무겁지 않은 로션 한 단계로 정돈하는 데일리 보습 후보.,피부관리,"남성로션, 데일리보습, 피곤한얼굴, 수분루틴, 아침관리","올리브영 랩시리즈 상품 정보와 글로벌 공식몰 설명에서 남성용 데일리 수분 로션 포지션이 확인되고, 화해 급상승/랭킹에서 수분·장벽·저자극 스킨케어 수요가 이어진다.",보통
르네휘테르 아스테라 프레쉬 두피 쿨링 세럼 75ml,,,,SR26-GR-SC-P109,검수 필요,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213301,2026년 6월 6일 오후 2:06,,르네휘테르,5,,누끼/단독컷 있음,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0021/A00000021330104ko.jpg?l=ko,두피케어,,,스타일관리,,"훅: 머리 감고 나왔는데 오후만 되면 정수리가 뜨겁고 손이 자꾸 올라가는 날이 있다. / 문제: 두피 열감과 가려움은 티가 잘 안 나서 참다가 각질이나 냄새로 늦게 보인다. / 각도: 샴푸를 바꾸기 전, 말리기 직전에 두피를 식히는 작은 회복 루틴으로 잡기 좋다. / 근거: 올리브영 상품 페이지에서 두피 진정 앰플 카테고리와 아스테라 프레쉬 세럼 상품 정보가 확인되고, 2026 올리브영 트렌드 키워드에서도 웰니스와 회복성 루틴 수요가 강조된다.",보통
희녹 더 스프레이 세트,,,,SR26-ST-WC-P102,검수 필요,https://hinok.life/product/the-spray-set/175/,2026년 6월 6일 오후 2:06,,희녹,5,,일반 제품컷 있음,https://hinok.life/web/product/small/202310/4c37cc763ce5af58e386b8043d2b3594.jpg,의류관리,,,공간관리,,"훅: 빨래하기엔 애매한 재킷이나 운동화에서 전날 냄새가 남아 있으면 옷을 입기도 전에 하루가 찝찝해진다. / 문제: 향수로 덮으면 더 꾸민 느낌이 나고, 섬유탈취제 냄새가 오래 남으면 오히려 피곤하다. / 각도: 옷과 신발을 갈아입는 사이에 잔향보다 냄새 정리를 먼저 하는 생활 관리템으로 말하기 좋다. / 근거: 희녹 공식 상품 페이지에서 침구, 의류, 신발 등 패브릭 탈취 사용처와 12가지 섬유 테스트, 탈취 테스트 정보가 확인된다.",높음
아이오페 맨 올데이 퍼펙트 톤업 올인원 SPF15 120ml,,,,SR26-SK-MK-P116,검수 필요,https://www.ssg.com/item/itemView.ssg?itemId=1000668222457&siteNo=7024&salestrNo=6005,2026년 6월 10일 오전 10:13,,아이오페,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/57/24/22/item/1000668222457_i1_232.jpg,메이크업,,,피부관리,,훅: 아침에 로션까지 발랐는데 얼굴빛이 칙칙하면 피곤한 티가 먼저 보인다. / 문제: 파운데이션은 부담스럽고 선크림만 바르면 톤이 그대로라 중요한 약속 전에도 손이 애매하다. / 각도: 로션처럼 바르면서 허옇게 꾸민 느낌보다 피곤한 색만 살짝 걷어내는 출근 전 톤 정리 루틴으로 잡기 좋다. / 근거: SSG 상품 정보에서 아이오페 맨 올데이 퍼펙트 톤업 올인원 SPF15 120ml 상품명과 단품 대표 이미지가 확인된다.,보통
아로마티카 로즈마리 루트 인핸서 100ml,,,,SR26-GR-SC-P110,검수 필요,https://www.ssg.com/item/itemView.ssg?itemId=1000671890922&siteNo=6001&salestrNo=6005,2026년 6월 10일 오전 10:13,,아로마티카,5,,일반 제품컷 있음,https://sitem.ssgcdn.com/22/09/89/item/1000671890922_i1_232.jpg,두피케어,,,스타일관리,,"훅: 머리 감고 말렸는데도 오후가 되면 정수리가 답답하고 손이 자꾸 올라가는 날이 있다. / 문제: 샴푸만 바꾸면 해결될 것 같지만 두피가 건조하거나 뜨거운 느낌은 낮 동안 따로 남는다. / 각도: 스타일링 전에 향이나 볼륨보다 두피 컨디션을 먼저 눌러주는 책상 위 토닉 루틴으로 말하기 좋다. / 근거: SSG 상품 정보에서 아로마티카 로즈마리 루트 인핸서 100ml와 모근영양 헤어토닉 상품명이 확인되고, 대표 이미지는 단품 제품컷으로 확인된다.",높음
니베아 맨 데오드란트 롤온 쿨킥 포맨 50ml,,,,SR26-BD-BC-P115,검수 필요,https://www.ssg.com/item/itemView.ssg?itemId=0000007469742&siteNo=6001&salestrNo=2037,2026년 6월 10일 오전 10:13,,니베아,4,,일반 제품컷 있음,https://sitem.ssgcdn.com/42/97/46/item/0000007469742_i1_232.jpg,바디케어,,,바디관리,,"훅: 셔츠 입고 지하철을 타면 겨드랑이 쪽이 먼저 신경 쓰이는 계절이 있다. / 문제: 향수를 더 뿌리면 냄새를 덮는 느낌이 나고, 스프레이는 사무실에서 쓰기 부담스럽다. / 각도: 나가기 전 향을 입히는 제품이 아니라 땀 냄새 걱정을 작게 만드는 조용한 위생 루틴으로 말하기 좋다. / 근거: SSG 상품 정보에서 니베아 맨 데오드란트 롤온 쿨킥 포맨 50ml 상품명과 대표 제품 이미지가 확인된다.",보통
